iter	RMSE
192	89.80573929
193	89.8014244
194	88.78375075
195	88.76806431
196	87.87764967
197	87.86575875
198	86.87786454
199	86.84835466
200	85.98542947
201	85.97045502
202	85.95941242
203	85.94145211
204	85.76157445
205	84.93190588
206	84.9173505
207	84.11431681
208	83.35113987
209	83.33913101
210	83.32932817
211	83.32644988
212	83.31043287
213	83.29803921
214	83.28930128
215	82.54999394
216	82.53393212
217	82.52758337
218	82.52531174
219	81.82319485
220	81.80894036
221	81.80419019
222	81.79153763
223	81.78597198
224	81.77741386
225	81.77224647
226	81.77144211
227	81.76042347
228	81.73335207
229	81.06039148
230	81.05434427
231	80.41491639
232	80.29797998
233	80.2686601
234	80.25209597
235	80.24464072
236	80.23974799
237	80.23519342
238	80.22593568
239	80.222847
240	80.20715157
241	80.06792854
242	79.45449075
243	78.86005721
244	78.29819736
245	78.29088489
246	78.28653074
247	77.7491779
248	77.23546606
249	77.23133745
250	77.21341697
251	77.19787537
252	77.19375537
253	77.19115845
254	77.18843656
255	77.18045631
256	76.68907828
257	76.67546227
258	76.67001534
259	76.66613729
260	76.66251697
261	76.64101171
262	76.17166047
263	76.15786602
264	75.70936061
265	75.70359206
266	75.69962562
267	75.69639745
268	75.69495546
269	75.26646919
270	74.85726212
271	74.466547
272	74.0935629
273	73.73757473
274	73.39787264
275	73.38758828
276	73.37537587
277	73.37288992
278	73.04865622
279	72.73934583
280	72.44432489
281	72.43139727
282	71.30313658
283	71.28750254
284	71.27919722
285	71.26905596
286	71.26534719
287	71.25356059
288	71.24813027
289	71.12197384
290	71.1163599
291	71.11502768
292	71.1051196
293	71.04942363
294	70.75425527
295	70.741172
296	70.7368565
297	70.72805643
298	70.72045848
299	70.71144953
300	70.69964607
301	70.68935611
302	70.68525226
303	70.68195105
304	70.67983121
305	70.67238985
306	70.66779644
307	70.65556905
308	70.65152337
309	70.63997383
310	70.63703513
311	70.63460783
312	70.62907363
313	70.61827171
314	70.6044821
315	70.59340319
316	70.59182037
317	70.58569634
318	70.57579422
319	70.57305333
320	70.56939711
321	70.56550523
322	70.55617887
323	70.54995946
324	70.54775997
325	70.52893319
326	70.52074716
327	70.50921959
328	70.50607545
329	70.49963146
330	70.49301433
331	70.48769668
332	70.48022872
333	70.19084368
334	70.18070392
335	70.15598746
336	70.15014166
337	70.13860669
338	70.12949654
339	70.1215058
340	70.11040213
341	70.1014059
342	70.09831924
343	70.08784866
344	70.08107389
345	70.07094468
346	70.06865144
347	70.06343166
348	70.04923568
349	70.04098968
350	70.03958524
351	70.03657358
352	70.02090584
353	70.01569626
354	70.01322209
355	70.0089869
356	70.00170815
357	69.99509716
358	69.96229211
359	69.95746614
360	69.95465057
361	69.94858582
362	69.9426535
363	69.93813844
364	69.92983881
365	69.91519383
366	69.90659504
367	69.90423977
368	69.89663766
369	69.89539902
370	69.88641626
371	69.88179347
372	69.8806663
373	69.87714073
374	69.87222282
375	69.86841964
376	69.86198334
377	69.8485409
378	69.8387431
379	69.83515122
380	69.82753032
381	69.81663316
382	69.80383648
383	69.79738238
384	69.79034378
385	69.77169302
386	69.76107665
387	69.75355476
388	69.73313429
389	69.72934526
390	69.47305154
391	69.46641445
392	69.4612651
393	69.45568556
394	69.40020316
395	69.3949973
396	69.39138621
397	69.38579329
398	69.38433399
399	69.38256653
400	69.37199561
401	69.3695834
402	69.36726492
403	69.36579392
404	69.36245635
405	69.34500687
406	68.23696198
407	68.21939834
408	68.21429033
409	68.20851501
410	68.20631243
411	68.2032588
412	68.20174044
413	68.19714044
414	68.19447264
415	68.18281731
416	68.18060729
417	68.17157302
418	67.09874401
419	66.27885979
420	66.27104689
421	66.26346229
422	66.26148947
423	66.26051331
424	66.09829255
425	66.0900328
426	66.0872546
427	66.08066995
428	66.07388018
429	66.07150788
430	66.06436089
431	66.06182283
432	66.05483376
433	66.05393724
434	66.0502953
435	66.04399344
436	66.03972699
437	65.81269095
438	65.80713083
439	65.80434723
440	65.80340185
441	65.79916383
442	65.79353406
443	65.79007498
444	65.74166143
445	65.72184416
446	65.71507073
447	65.71088676
448	65.4567392
449	65.21267436
450	65.20909503
451	65.20521027
452	65.20329781
453	65.20147467
454	65.19878054
455	65.19699335
456	65.19528748
457	65.19445819
458	65.19017665
459	65.17583948
460	65.17263246
461	65.1705969
462	65.14507586
463	65.14234411
464	65.13759471
465	65.13260767
466	65.12780011
467	65.12335345
468	65.11845725
469	65.11584019
470	65.11142444
471	65.10145938
472	65.09740341
473	65.08625354
474	65.0798278
475	65.07389372
476	65.06668805
477	65.06587097
478	65.06412862
479	64.06389716
480	64.0616491
481	64.05959167
482	64.05124255
483	64.04584354
484	64.03951123
485	64.01912398
486	64.01599737
487	64.01000236
488	63.04332039
489	63.04155533
490	63.04003039
491	63.03642547
492	63.02370205
493	63.00678537
494	62.99436885
495	62.99261322
496	62.99162625
497	62.75377116
498	62.7493408
499	62.74604952
500	62.74258251
501	62.74045493
502	62.51133921
503	62.50921989
504	62.50590956
505	62.49942763
506	62.49592073
507	62.49164077
508	62.4872312
509	62.48419335
510	62.48100268
511	62.25987472
512	62.2544533
513	62.25210591
514	62.24673952
515	62.24273686
516	62.23959872
517	62.23810639
518	62.23671184
519	62.03073336
520	62.0229291
521	61.9630206
522	61.01534176
523	61.01230507
524	61.00523833
525	60.9953954
526	60.994044
527	60.87260315
528	60.86992762
529	60.86908925
530	60.85761153
531	60.85580373
532	59.94235171
533	59.93414836
534	59.93143696
535	59.05151141
536	58.20413402
537	58.20028052
538	58.1918679
539	58.18680202
540	57.36386179
541	57.35788354
542	56.56620088
543	55.80481994
544	55.07273937
545	54.36899269
546	53.69264532
547	53.0427921
548	52.41855517
549	51.81908216
550	51.24354466
551	50.69113693
552	50.16107482
553	49.65259484
554	49.16495341
555	48.69742619
556	48.24930753
557	48.24073652
558	47.81126034
559	47.39983799
560	47.0058174
561	47.00265884
562	46.62537864
563	46.26424841
564	46.26187053
565	46.25285496
566	46.2514023
567	46.24697894
568	46.23870787
569	46.23478272
570	46.23096668
571	45.88512946
572	45.88293368
573	45.87734597
574	45.87330921
575	45.86904915
576	45.86534274
577	45.86065576
578	45.85128494
579	45.84748412
580	45.84015791
581	45.83642714
582	45.83313472
583	45.82988473
584	45.82886524
585	45.56737704
586	45.56096037
587	45.5575197
588	45.30484713
589	45.29910858
590	45.06048189
591	45.05847048
592	44.7214879
593	44.71809106
594	44.71135794
595	44.70618913
596	44.47654202
597	44.47460906
598	44.47114985
599	44.45568573
600	44.23634996
601	44.23116442
602	44.22478238
603	44.22379729
604	44.22015735
605	44.21835339
606	44.2136256
607	44.20373863
608	44.20114858
609	44.19732388
610	44.19584567
611	44.18730398
612	44.18391634
613	44.17853175
614	44.17573944
615	44.16830807
616	44.16541197
617	44.16076258
618	43.95106541
619	43.94582517
620	43.94253584
621	43.94009377
622	43.93752422
623	43.93515522
624	43.73497127
625	43.72227923
626	43.52452634
627	43.19318298
628	42.87613481
629	42.57284306
630	42.56607899
631	42.56317101
632	42.55454399
633	42.5501851
634	42.5460124
635	42.54016719
636	42.53717763
637	42.53298555
638	42.52954501
639	42.52505584
640	42.51189742
641	42.51037559
642	42.32392692
643	42.31804468
644	42.31394849
645	42.16758404
646	41.97013234
647	41.68564929
648	41.68452646
649	41.51119881
650	41.5098446
651	41.23669165
652	40.97557972
653	40.97410043
654	40.95953786
655	40.94833354
656	40.94243982
657	40.77482001
658	40.77216441
659	40.76759946
660	40.51677282
661	40.27710029
662	40.27121156
663	40.12763732
664	40.12130566
665	40.11707912
666	40.11488342
667	40.10226202
668	40.09799533
669	40.09276219
670	40.091091
671	40.08539208
672	40.08148721
673	40.07069621
674	40.06639999
675	40.06528721
676	40.06177432
677	40.0565365
678	39.83363251
679	39.61730234
680	39.61177229
681	39.60902938
682	39.6036071
683	39.59710761
684	39.59397247
685	39.42934288
686	39.41736131
687	39.40120628
688	39.38953632
689	39.38522555
690	39.38199067
691	39.38069464
692	39.37928017
693	39.22207626
694	39.2193997
695	39.21647973
696	39.21228698
697	39.2105731
698	39.20621402
699	39.20472231
700	39.20230287
701	39.19982145
702	39.19857011
703	38.99362049
704	38.98978252
705	38.98237964
706	38.78666468
707	38.78448768
708	38.78310781
709	38.77737343
710	38.77296654
711	38.74841084
712	38.74448004
713	38.5574755
714	38.54936554
715	38.3708704
716	38.20056554
717	38.03497017
718	38.03254091
719	38.02970816
720	38.02741743
721	38.02505668
722	38.02030392
723	38.01711916
724	37.86203786
725	37.71415148
726	37.70932679
727	37.70662033
728	37.70576451
729	37.70300835
730	37.70031105
731	37.69949759
732	37.68988894
733	37.68017806
734	37.52192867
735	37.51980067
736	37.51565699
737	37.50871652
738	37.49993026
739	37.34785887
740	37.34663898
741	37.34360588
742	37.34129391
743	37.33706019
744	37.33482067
745	37.1923686
746	37.18978606
747	37.16708027
748	37.16545294
749	37.16240525
750	37.01302607
751	36.87456096
752	36.86547806
753	36.86098818
754	36.85995942
755	36.85769284
756	36.85487476
757	36.8512369
758	36.80800083
759	36.80102927
760	36.65497745
761	36.65300215
762	36.64339209
763	36.63313037
764	36.63147855
765	36.62815705
766	36.62614303
767	36.62331988
768	36.62047771
769	36.61637825
770	36.61456283
771	36.60489766
772	36.598902
773	36.59238217
774	36.58249954
775	36.58100736
776	36.57505095
777	36.57007493
778	36.56886176
779	36.44377212
780	36.44010996
781	36.43844033
782	36.43701925
783	36.43442534
784	36.43162294
785	36.42726166
786	36.42407378
787	36.42283953
788	36.41993483
789	36.4167262
790	36.41509435
791	36.27980025
792	36.27621598
793	36.15496541
794	36.0255582
795	36.009267
796	36.00745611
797	35.996504
798	35.99071379
799	35.98494855
800	35.98041545
801	35.95239254
802	35.828807
803	35.8137765
804	35.81050112
805	35.80812932
806	35.80583283
807	35.79920366
808	35.79673455
809	35.67885067
810	35.66970303
811	35.66550884
812	35.6639858
813	35.66090874
814	35.65740517
815	35.65541146
816	35.65331885
817	35.65112998
818	35.53871929
819	35.53752019
820	35.43042178
821	35.40917262
822	35.40737497
823	35.39969374
824	35.39714536
825	35.39643179
826	35.39163694
827	35.38934911
828	35.38639185
829	35.26851408
830	35.26553388
831	35.25988855
832	35.25857496
833	35.2512689
834	35.25025674
835	35.24623956
836	35.2433875
837	35.23994094
838	35.23505558
839	35.23381311
840	35.23058148
841	35.22418033
842	35.2219806
843	35.22026801
844	35.21810832
845	35.20481565
846	35.20338921
847	35.20196553
848	35.2001341
849	35.19862367
850	35.196284
851	35.19453807
852	35.17709201
853	35.17342221
854	35.16428372
855	35.16073934
856	35.05040709
857	35.04876172
858	34.94368943
859	34.93828414
860	34.83821559
861	34.83306751
862	34.73777291
863	34.73434238
864	34.63793473
865	34.54647444
866	34.54009854
867	34.53427019
868	34.53123253
869	34.52338912
870	34.43654789
871	34.43037498
872	34.42798195
873	34.42317844
874	34.34073547
875	34.2364065
876	34.22973636
877	34.22548308
878	34.22430652
879	34.22231057
880	34.13687142
881	34.13577375
882	34.12987604
883	34.12383379
884	34.12191046
885	34.04185289
886	34.03849864
887	34.02980338
888	34.02760829
889	34.02472749
890	34.02146216
891	34.01583273
892	34.01298012
893	33.94142826
894	33.93483475
895	33.92115272
896	33.91741928
897	33.91440271
898	33.91332796
899	33.84926147
900	33.84414889
901	33.80095198
902	33.79573179
903	33.78420038
904	33.77855433
905	33.77340223
906	33.76407957
907	33.7618437
908	33.74515666
909	33.73378144
910	33.72875728
911	33.72412508
912	33.72332226
913	33.71700291
914	33.71161618
915	33.70298688
916	33.69804547
917	33.69306741
918	33.69002555
919	33.68478277
920	33.67948711
921	33.67085547
922	33.66952056
923	33.66826329
924	33.66745381
925	33.6542074
926	33.64977951
927	33.64567438
928	33.64238886
929	33.63778197
930	33.63308382
931	33.63139305
932	33.63094739
933	33.62563626
934	33.61889808
935	33.61807204
936	33.61509519
937	33.60678351
938	33.60404471
939	33.60165959
940	33.59964762
941	33.59042393
942	33.58982762
943	33.58363888
944	33.58063298
945	33.57692294
946	33.57586484
947	33.57488325
948	33.53659573
949	33.53465324
950	33.52874142
951	33.52710432
952	33.52230258
953	33.52028234
954	33.51578168
955	33.51486392
956	33.50975913
957	33.50496746
958	33.50057708
959	33.49811524
960	33.49592368
961	33.49361869
962	33.49153046
963	33.48987264
964	33.488827
965	33.48729779
966	33.48633358
967	33.47218984
968	33.46797838
969	33.45725833
970	33.44936275
971	33.44511104
972	33.44286172
973	33.43567805
974	33.43506578
975	33.43253898
976	33.43115856
977	33.42991437
978	33.42937736
979	33.4288838
980	33.42595103
981	33.41427808
982	33.41207198
983	33.41156131
984	33.41107931
985	33.41062412
986	33.41019401
987	33.40970526
988	33.40868367
989	33.40830076
990	33.40793885
991	33.40740078
992	33.40707566
993	33.40676805
994	33.40592212
995	33.40547591
996	33.40521273
997	33.40475943
998	33.4009119
999	33.34264495
